0,add,node1
0,add,node2
0,add,node3
0,add,node4
0,add,node5
0,add,node6
0,add,node7
0,add,node8
0,add,node9
0,add,node10
0,add,node11
0,add,node12
0,add,node13
0,add,node14
0,add,node15
0,add,node16
0,add,node17
0,add,node18
0,add,node19
0,add,node20
0,add,node21
0,add,node22
0,add,node23
0,add,node24
0,add,node25
0,add,node26
0,add,node27
0,add,node28
0,add,node29
0,add,node30
3600000,remove,node21
7200000,remove,node15
10800000,remove,node14
14400000,remove,node17
18000000,remove,node19
21600000,remove,node11
25200000,remove,node3
28800000,remove,node13
32400000,remove,node2
36000000,remove,node26
39600000,remove,node4
43200000,remove,node8
46800000,remove,node16
50400000,remove,node7
54000000,remove,node18
