0,add,node1
0,add,node2
0,add,node3
0,add,node4
0,add,node5
0,add,node6
0,add,node7
0,add,node8
0,add,node9
0,add,node10
0,add,node11
0,add,node12
0,add,node13
0,add,node14
0,add,node15
0,add,node16
0,add,node17
0,add,node18
0,add,node19
0,add,node20
0,add,node21
0,add,node22
0,add,node23
0,add,node24
0,add,node25
0,add,node26
0,add,node27
0,add,node28
0,add,node29
0,add,node30
1800000,remove,node1
3600000,remove,node13
5400000,remove,node5
7200000,remove,node23
9000000,remove,node16
10800000,remove,node21
12600000,remove,node14
14400000,remove,node20
16200000,remove,node7
18000000,remove,node4
19800000,remove,node12
21600000,remove,node3
23400000,remove,node17
25200000,remove,node25
27000000,remove,node2
